time,cx,cy
0.2512664728682171,106.22932330827068,118.22556390977444
0.2680175710594315,125.67052023121387,190.29190751445086
0.284768669250646,144.71319796954316,263.5964467005076
0.3015197674418605,162.63429752066116,337.4111570247934
0.31827086563307494,180.43985637342908,411.34649910233395
0.3350219638242894,197.3846153846154,483.0172684458399
0.3517730620155039,213.7849002849003,556.1837606837607
0.36852416020671835,229.23324742268042,628.6121134020618
0.3852752583979328,244.44772447724478,700.3837638376384
0.40202635658914726,258.86194477791116,770.9315726290516
0.5025329457364341,293.5779036827195,779.3805476864967
0.5192840439276486,293.49953660797036,723.1751621872104
0.536035142118863,294.11281588447656,667.9305054151624
0.5527862403100775,294.8542581211589,614.3511852502195
0.569537338501292,296.2404418011895,561.7595581988105
0.5862884366925064,297.93724194880264,510.5458298926507
0.603039534883721,299.8040650406504,460.6186991869919
0.6197906330749354,302.3296529968454,412.5993690851735
0.6365417312661499,304.96754250386397,366.72488408037094
0.6532928294573643,308.2769701606733,322.30833970925784
0.6700439276485788,311.90090771558243,280.3714069591528
0.6867950258397932,315.96076923076924,240.48384615384614
0.7035461240310078,320.7744874715262,203.63857251328778
0.7202972222222223,326.19200626959247,169.34404388714734
0.7370483204134367,331.90732087227417,139.08956386292834
0.7537994186046512,338.2794348508634,111.61224489795919
0.7705505167958656,345.1056393963463,87.36219221604448
0.7873016149870801,352.8007843137255,67.34117647058824
0.8040527131782945,360.71025020177564,51.33414043583535
0.8208038113695091,369.0205930807249,39.49011532125206
0.8375549095607235,377.4378151260504,31.47563025210084
0.854306007751938,386.3001700680272,28.23044217687075
0.8710571059431524,395.5924092409241,28.994224422442244
0.8878082041343669,405.3443548387097,34.24032258064516
0.9045593023255813,415.0217729393468,43.78926905132193
0.9213104005167959,425.28047868362006,57.695587135377714
0.9380614987080104,435.78418803418805,75.87108262108262
0.9548125968992248,446.3914893617021,98.35177304964539
0.9715636950904393,457.01249132546843,125.24358084663429
0.9883147932816537,467.7443105756359,154.80455153949129
1.0050658914728683,478.5353666450357,188.29785853341986
1.0218169896640827,489.28509045539613,225.27011852776045
1.0385680878552972,499.92874692874693,265.07186732186733
1.0553191860465116,510.3313253012048,307.6590361445783
1.072070284237726,520.704081632653,352.4357743097239
1.0888213824289406,530.6819571865443,399.1045871559633
1.105572480620155,540.372121966397,447.9439950217797
1.1223235788113695,549.6967621419676,498.6295143212951
1.139074677002584,558.4940513462743,550.2636192861615
1.1558257751937984,567.0688989053444,603.9813264649066
1.1725768733850128,575.2911392405064,659.6208860759493
1.1893279715762273,583.1796178343949,716.1312101910828
1.206079069767442,590.4788639365918,772.9319682959049
1.3233367571059431,631.8850771869639,780.566037735849
1.3400878552971576,637.6297627606039,737.7167505391805
1.356838953488372,643.499641577061,693.8057347670251
1.3735900516795865,649.7928825622776,651.5822064056939
1.390341149870801,656.005661712668,611.517338995046
1.4070922480620156,662.5112359550562,574.0252808988764
1.42384334625323,669.12384341637,538.3907473309608
1.4405944444444445,675.686974789916,505.6512605042017
1.457345542635659,682.4309278350515,475.82817869415805
1.4740966408268734,689.4783802333562,447.8023335621139
1.4908477390180879,696.5499660095173,422.91502379333787
1.5075988372093023,703.6981645139361,400.6947654656696
1.5243499354005168,710.8991198375085,381.563981042654
1.5411010335917312,718.2443257676903,365.64953271028037
1.5578521317829457,725.5387700534759,352.5020053475936
1.5746032299741601,732.8357519788918,342.82519788918205
1.5913543281653746,740.0092838196286,336.4973474801061
1.608105426356589,747.1193333333333,333.48133333333334
1.6248565245478037,754.2440633245383,334.160290237467
1.6416076227390182,761.0806028833551,338.24836173001313
1.6583587209302326,767.8474132285527,345.6188605108055
1.675109819121447,774.2714285714286,356.712987012987
1.6918609173126615,780.5519268451992,370.9013716525147
1.708612015503876,786.8036529680365,388.4748858447489
1.7253631136950904,792.5461638491547,409.4408322496749
1.7421142118863049,798.2029831387808,433.6083009079118
1.7588653100775193,803.6413474240422,461.07397622192866
1.7756164082687338,808.7577150361129,490.8936309914642
1.7923675064599482,813.5942219304005,523.6973079448456
1.8091186046511627,817.9203423304806,559.1362738643844
1.8258697028423772,822.0967957276368,596.9038718291055
1.8426208010335918,825.8729838709677,636.4825268817204
1.8593718992248063,829.3082706766917,678.4107997265892
1.8761229974160207,832.4776119402985,722.1160108548169
1.8928740956072352,835.6290540540541,767.9885135135136
1.9096251937984496,836.2992424242424,793.75
2.0101317829457366,867.0,796.5
2.026882881136951,875.9518348623853,777.9969418960245
2.0436339793281655,884.0191740412979,741.6246312684366
2.06038507751938,891.7343173431734,706.2346863468634
2.0771361757105944,899.8300220750552,672.7821927888153
2.093887273901809,907.4380103934669,641.5953971789161
2.1106383720930233,915.076070901034,612.6543574593796
2.1273894702842377,922.5480059084196,586.1875923190546
2.144140568475452,929.9431314623338,562.4623338257016
2.1608916666666667,937.114899925871,541.3484062268346
2.177642764857881,944.172238372093,523.0530523255813
2.1943938630490956,950.9992727272727,507.816
2.21114496124031,957.57132243685,494.8432392273403
2.2278960594315245,963.8643803585347,484.25876851130164
2.244647157622739,970.2063492063492,477.4357142857143
2.2613982558139534,975.7818897637795,474.2795275590551
2.278149354005168,981.2232070910557,473.8904109589041
2.2949004521963823,986.468949044586,476.9872611464968
2.3116515503875967,991.0743187448389,483.1403798513625
2.328402648578811,995.5522620904836,493.42667706708266
2.3451537467700256,999.4722016308376,506.7865085248332
2.36190484496124,1003.0647372429551,522.3724295506473
2.3786559431524545,1006.0123906705539,542.1144314868804
2.3954070413436694,1008.7038941954445,563.6047024246877
2.412158139534884,1011.0079537237889,588.5733911785973
2.4289092377260983,1012.9077705156136,616.1931735657225
2.445660335917313,1014.2002934702862,645.430667644901
2.4624114341085273,1015.1045751633987,677.7748729121278
2.4791625322997417,1015.4279411764705,712.6051470588235
2.495913630490956,1015.5058737151248,749.1174743024964
2.5126647286821706,1014.5283528352835,782.8055805580558
2.6466735142118862,1050.3118644067797,786.6666666666666
2.6634246124031007,1060.0234192037472,761.4184231069477
2.680175710594315,1068.8501602564102,731.6241987179487
2.6969268087855296,1077.698814229249,703.5509881422925
2.713677906976744,1086.0369181380418,678.5417335473516
2.7304290051679585,1094.3089171974523,655.4617834394904
2.747180103359173,1102.1353503184714,634.9856687898089
2.7639312015503874,1109.9338235294117,617.0890522875817
2.780682299741602,1117.2269326683293,601.7847049044057
2.7974333979328163,1123.9465648854962,588.8363019508058
2.814184496124031,1130.447048611111,579.5347222222222
2.8309355943152457,1136.387379491674,573.0411919368975
2.84768669250646,1142.2275985663082,569.3073476702509
2.8644377906976746,1142.2741792369122,569.4800354924579
